output_id,output
423a55dc_0,|0000000000000|0000000000000|0000000000000|7000700000000|0770000000000|0077000000000|0007000700000|0000770000000|0000007777000|0000007777000|0000000000000| |0000000000000|0000000000000|0000000000000|0007700000000|0077700000000|0700070000000|0070077700000|0000077770000|0000007070000|0000077077000|0000000000000| |0000000000000|0000000000000|0000000000000|7770700000000|7077070000000|0707707000000|0070070700000|0007777770000|0000777777000|0000077777000|0000000000000|
103eff5b_0,|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00888800000000000000000000|00888800000000000000000000|00888800000000000000000000|00888800000000000000004000|00000088888888000000004200|00000088888888000000080800|00000088888888000000000000|00000088888888000000000000|00888833330000000000000000|00888844440000000000000000|00888844440000000000000000|00888833330000000000000000|00000000000000000000000000| |00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00884400000000000000000000|00883300000000000000000000|00883300000000000000000000|00888800000000000000008000|00000033333333000000003300|00000033333333000000030300|00000033333333000000000000|00000033333333000000000000|00888888880000000000000000|00888844440000000000000000|00888844440000000000000000|00888888880000000000000000|00000000000000000000000000| |00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00111100000000000000000000|00133100000000000000000000|00133300000000000000000000|00444400000000000000004000|00000022222222000000002200|00000022222222000000020200|00000022222222000000000000|00000022222222000000000000|00222222220000000000000000|00222222220000000000000000|00222222220000000000000000|00222222220000000000000000|00000000000000000000000000|
08573cc6_0,|0000000000000|0000000000000|2222000000000|0800002810000|0800002880000|0822228880000|0000002220000|0822188820000|0800000820000|0800000820000|0800000800000|0222222220000|0000000000000| |0000000000000|0000000000000|2228220000000|0022020000000|0220000000000|0820280000000|0000000000000|0822280000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000| |0000000000000|0000000000000|2222280000000|0000080000000|0220000000000|0822280000000|0800000000000|0822220000000|0822880000000|0800000000000|0822220000000|0820000000000|0000000000000|
195ba7dc_0,|111101|111100|111011| |111001|110101|111101|111100|011111| |111001|110101|111101|
31d5ba1a_0,|00666|60060|66066| |06666|60660|66066| |60666|60660|66066|
31d5ba1a_1,|60060|00606|00600| |60660|06606|00600| |00000|00000|00600|
1acc24af_0,|000000000000|000000000000|011100011100|010110010100|110011110111|000000000000|000000000000|000005000000|020022000050|022020055050|002020025050|000000000000| |000000000000|000000000000|011100011100|010110010100|110011110111|000000000000|000000000000|000005000000|020055000010|022050055050|002020055050|000000000000| |000000000000|000000000000|011100011100|010110010100|110011110111|000000000000|000000000000|000001000000|010022000050|022020025050|002020025050|000000000000|
18419cfa_0,|00000000000000000000000000|00000000000000000000888000|00000000000000000888808888|00088888888800000800000008|00080000000800000802000208|00880020200880000800222008|00800220220080000800020008|00880020200880000800020008|00080000000800000800222008|00088888888800000802000208|00000000000000000800000008|00000000000000000888808888|00000000000000000000888000|00000000000000000000000000|00000000008880000000000000|00000088888088888000000000|00000080000000008000000000|00000080020002008000000000|00000080002220008000000000|00000080020002008000000000|00000080020002008000000000|00000080002220008000000000|00000080020002008000000000|00000080000000008000000000|00000088888088888000000000|00000000008880000000000000|00000000000000000000000000|00000000000000000000000000| |00000000000000000000000000|00000000000000000000888000|00000000000000000888800000|00088888888800000800000000|00080000000800000802000200|00880020200880000800222000|00800220220080000800020000|00880020200880000800020000|00080000000800000800222000|00088888888800000802000200|00000000000000000800000000|00000000000000000888800000|00000000000000000000888000|00000000000000000000000000|00000000008880000000000000|00000088888088888000000000|00000080000000008000000000|00000080020002008000000000|00000080002220008000000000|00000080020002008000000000|00000080020002008000000000|00000080002220008000000000|00000080020002008000000000|00000080000000008000000000|00000088888088888000000000|00000000008880000000000000|00000000000000000000000000|00000000000000000000000000| |00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00088888888800000000000000|00080000000800000000080000|00880020000880000000080000|00800220000080000000080000|00880020000880000000020000|00080000000800000000222000|00088888888800000002080200|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000008880000000000000|00000088888088888000000000|00000080000000008000000000|00000080228002008000000000|00000080002220008000000000|00000080028002008000000000|00000080008000008000000000|00000080008000008000000000|00000080008000008000000000|00000080000000008000000000|00000088888088888000000000|00000000008880000000000000|00000000000000000000000000|00000000000000000000000000|
3391f8c0_0,|00000000000000|00606006060000|00666006660000|00060000600000|00000000000000|00500006060000|00505006660000|00555000600000|00000000000000|00000000000000|00000000000000| |00000000000000|00060000600000|00605006050000|00000000000000|00000000000000|00000000600000|00060006050000|00660000000000|00000000000000|00000000000000|00000000000000| |00000000000000|00606006060000|00666006660000|00060000600000|00000000000000|00600005050000|00606005550000|00666000500000|00000000000000|00000000000000|00000000000000|
17cae0c1_0,|999111444|999111444|999111444| |666333111|666333111|666333111| |444666333|444666333|444666333|
137f0df0_0,|0001100100|0552255255|0552255255|1222222222|0552255255|0552255255|1222222222|0552255255|0552255255|0001100100| |0001100100|0552255255|0552255255|2222222222|0552255255|0552255255|2222222222|0552255255|0552255255|0002200200| |0001100100|0552255255|0552255255|1222222222|0552255255|0552255255|1222222222|0552255255|0552255255|0002100100|
40f6cd08_0,|000000000000000000000000000000|001111111111111000000000000000|001111111111111000000000000000|001122222222211000111111111110|001124444444211000111111111110|001124444444211000112222222110|001124444444211000112444442110|001124444444211000112444442110|001122222222211000112444442110|001111111111111000112444442110|001111111111111000112444442110|000000000000000000112444442110|000000000000000000112444442110|000000000000000000112444442110|001111111111111100112444442110|001111111111111100112222222110|001122222222221100111111111110|001124444444421100111111111110|001124444444421100000000000000|001124444444421100000000000000|001124444444421100000000000000|001124444444421100000000000000|001124444444421100000000000000|001122222222221100000000000000|001111111111111100000000000000|001111111111111100000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000| |000000000000000000000000000000|001122844482211000000000000000|001122844482211000000000000000|001122844482211000111111111110|001122844482211000111111111110|001122844482211000114444224210|001122844482211000112222224210|001122844482211000112222224210|001122844482211000112222224210|001122844482211000112222224210|001122844482211000112222224210|000000000000000000112222224210|000000000000000000111111144110|000000000000000000114444444110|001111111111111100114444444110|001111111111111100111111111110|001111111114411100111111111110|001144444442222100112222222110|001144444442222100000000000000|001122222222222100000000000000|001122222222222100000000000000|001122222222222100000000000000|001122222222222100000000000000|001122222222222100000000000000|001122222222222100000000000000|001122222222222100000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000| |000000000000000000000000000000|001122844482211000000000000000|001122844482211000000000000000|001122844482211000111111111110|001122844482211000111111111110|001122844482211000114444224110|001122844482211000111111224110|001122844482211000111111224110|001122844482211000111111224110|001122844482211000111111224110|001122844482211000112222224110|000000000000000000112222224110|000000000000000000111111144110|000000000000000000114444444110|001111111111111100114444444110|001111111111111100111111111110|001111111114411100111111111110|001144444442222100112222222110|001144444442222100000000000000|001111111112211100000000000000|001111111112211100000000000000|001111111112211100000000000000|001111111112211100000000000000|001111111112211100000000000000|001111111112211100000000000000|001111111112211100000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|
05a7bcf2_0,|000000000020000000080000000000|000000000022000000080000044000|000000000022000000080000044000|000000000022000000080000044400|000000000022000000080000044400|000000000022000000080000044400|000000000022022000080000044400|000000000022020000080000044400|000000000020000000080000044400|000000000020000000080000044800|000000000022000000080000448800|000000000022000000080000448800|000000000020000000080000448800|000000000022000000080000448800|000000000022020000080000488800|000000000022000000080000488800|000000000020000000080000888800|000000000022000000080000888800|000000000020000000080000888800|000000000022000000080000888800|000000000022000000080000488800|000000000022022000080000488800|000000000022000000080000488800|000000000022000000080000488800|000000000022020000080000888800|000000000022000000080000888800|000000000022000000080000444404|000000000022000000080000444408|000000000022000000080000244202|000000000020000000080000442202| |000000000020000000080000000000|000000000022000000080000044000|000000000022000000080000044000|000000000022000000080000044400|000000000022000000080000000000|000000000022000000080000000000|000000000022022000080000000000|000000000022020000080000000000|000000000020000000080000000000|000000000020000000080000000000|000000000022000000080000440000|000000000022000000080000440000|000000000020000000080000440000|000000000022000000080000440000|000000000022020000080000400000|000000000022000000080000400000|000000000020000000080000000000|000000000022000000080000000000|000000000020000000080000000000|000000000022000000080000000000|000000000022000000080000400000|000000000022022000080000400000|000000000022000000080000400000|000000000022000000080000400000|000000000022020000080000000000|000000000022000000080000000000|000000000022000000080000000004|000000000022000000080000040000|000000000022000000080000000000|000000000020000000080000000000| |000000000020000000080000000000|000000000022000000080000044000|000000000022800000080000044000|000000000022800000080000044400|000000000022000000080000044400|000000000022800000080000044400|000000000022022000080000044400|000000000022028000080000044400|000000000028888000080000044400|000000000028888000080000044400|000000000022088000080000444400|000000000022888000080000444400|000000000028888000080000444400|000000000022088000080000444400|000000000022028000080000444400|000000000022888000080000444400|000000000028888000080000444400|000000000022888000080000444400|000000000028888000080000444400|000000000022888000080000444400|000000000022088000080000444400|000000000022022000080000444400|000000000022880000080000444400|000000000022080000080000444400|000000000022020000080000444400|000000000022800000080000444400|000000000022800000080000444404|000000000022000000080000444408|000000000022000000080000444408|000000000020000000080000442204|
3490cc26_0,|00000000000000000000000|00000000000000000000000|00000000000000000000000|00072200007887777778800|00072270007887777778800|00000700700700777007700|08800000007700077777700|08800000007700007777700|07000008877880000777000|00000008877880000070000|00007000000770000000000|00007000000777000000000|00077000007777788007700|00077000007707788007000|00078878807777777007700|00078878807777777700700|00077007700000077778800|00077000770000077778800|00007007700000077007700|00078877777778877007700|00078877000778877000700|00000000000000000000000| |00000000000000000000000|00000000000000000000000|00000000000000000000000|00002277777887777778800|00002277777887777778800|07000007700777777007700|08800007777777777777700|08800000777777777777700|00000008877887777777000|00000008877887777770000|00000000000077777000000|00000000000077777000000|00000000077077788777700|00000000077077788777700|00008808800777777777700|00008808800777777777700|00000000000777777778800|07777777700077777778800|00707707700077777007700|00078877777078877777700|00008877000778877000700|00000000000000000000000| |00000000000000000000000|00000000000000000000000|00000000000000000000000|00002277777887777778800|00002277777887777778800|00007700000770000007700|08807700000770000007700|08807700000770000007700|00007708877880000007700|00007708877880000007700|00007707700000000007700|00007707700000000007700|00007707700000088007700|00007707700000088007700|00008878800000000007700|00008878800000000007700|00007700000000000008800|00007700000000000008800|00007700000000000000000|00008877777778800000000|00008877777778800000000|00000000000000000000000|
22a4bbc2_0,|2220|0222|0880|1111|8880|8880|0222|0880|0880|2222|2222|8888|1100|0888|1110|8888|0220|0220|8888|8888|0111|0222| |2220|0222|0880|8811|1110|1110|0121|0110|0880|2222|2222|1881|1100|0822|2220|1121|0120|0880|2222|8888|0112|0121| |2220|0111|0220|1111|8880|2220|0111|0220|0220|1111|1111|8888|1100|0888|2220|8888|0220|0220|8888|8888|0111|0111|
27a77e38_0,|912849821|443127679|216978436|986342917|555555555|000000000|000000000|000000000|000090000| |912849821|443127679|216978436|986342917|555555555|000000000|000000000|000000000|000000000| |912849821|443127679|216978436|986342917|555555555|000000000|000000000|000000000|000040000|
32e9702f_0,|5666665555|5555555555|5555566555|5555555555|6665555555|5555555555|5555555555|5556666665|5555555555|5555555555| |5555655655|5555555555|5555555555|5555555555|6666555555|5655555555|5555555555|6555555555|5555555555|5555555555| |5666655555|5555555555|6555665555|5555555555|6665555555|5555555555|5555555555|5566555655|5555555555|5555555655|
1e81d6f9_0,|000500000000000|010500000000000|000503000080007|555500600000000|000000000400620|000000900030000|000608700000030|000070072000000|000004000066000|000000008000000|000000000009000|000000009000000|000000000400020|000000000000000|000090000007000| |000500000000000|010500001000000|000503000080007|555500600000000|000000000000620|000000900030000|000108700000030|000070072000000|000000100066000|000000008000000|000000000009000|000000009000000|000000000000020|000100000000000|000090000007000| |000500000000000|010500000000000|000503000080007|555500600000000|000000000400620|000000900030000|000008700000030|000070072000000|000004000066000|000000008000000|000000000009000|000000009000000|000000000400020|000000000000000|000090000007000|
212895b5_0,|00050000000424440000000|00502000004204400000000|00524250042404550000005|00052000025545000000000|00020444244400055000055|00000488844000000055000|00000088840000000000000|00000088800500000005000|00000404000000500050050|00505000000000050050050|00000000000505000000000|00505500500000000055050|00000000050000000000000|00000050000005000005000|50005055000050000000500|00500000000050500500005|05000000000000005000550|50005050000000500000000|00000000050000000000005|00000005000000000050000|00000000000000005000000| |05000000000000020000000|00000000000000200000000|00505000004452000005000|00052000004020000500000|00040200444200050000000|00044420402000000000000|00000408880000505000000|00000448884400000500000|00000008880400000000000|00000020402505000005000|50000244400200000000000|00002040500020000000000|00024440000002000000000|00204000000000250000000|02054005000050020000000|50000000000050502000000|00000000000000000200000|00000000000000000020000|00050000000000000002000|00000000000000000000000|00000000000000000000000| |00500000000000445002000|00000000050000400002000|00005000000544400502000|00054400000040500002000|05050405004442000002000|00000444204020005002000|00000054088800000002000|00000504488850000002000|00000000088800500002000|00000000204050000052000|00000002005005005002000|00000020000000005052000|00000200000000000502000|05052000000000050002000|00020000000000000002000|00250050000500000002000|22222222222222222222000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|
0607ce86_0,|0000000000000000000000|0228220228220228220000|0338330338330338330000|0338330338330338330000|0888380888880888880000|0338330838380838380000|0000000000000000000000|0000000000000000000000|0222220222220222220000|0338330338330338330000|0338330338330338330000|0388880888830888380000|0338330338380838380000|0000000000000000000000|0000000000000000000000|0222220222220222220000|0338330338330338330000|0338330338330338330000|0388830388380888880000|0338330338380338380000|0000000000000000000000|0000000000000000000000|0000000000000000000000|0000000000000000000000| |0000000000000000000000|0222220222220222220000|0338330338330338330000|0338330338330338330000|0338330338330338330000|0338330338330338330000|0000000000000000000000|0000000000000000000000|0222220222220222220000|0338330338330338330000|0338330338330338330000|0338330338330338330000|0338330338330338330000|0000000000000000000000|0000000000000000000000|0222220222220222220000|0338330338330338330000|0338330338330338330000|0338330338330338330000|0333330333330333330000|0000000000000000000000|0000000000000000000000|0000000000000000000000|0000000000000000000000| |0000000000000000000000|0222220222220222220000|0333330333330333330000|0233330333330333330000|0888880888880888880000|0888880888880228220000|0000000000000000000000|0000000000000000000000|0222220223220223220000|0333330333330333330000|0233330333330333330000|0288880888880888880000|0888880888880228220000|0000000000000000000000|0000000000000000000000|0333330333330333330000|0333330333330333330000|0333330333330333330000|0888830388830388830000|0888880888880888880000|0000000000000000000000|0000000000000000000000|0000000000000000000000|0000000000000000000000|
31adaf00_0,|5000505050|5005055000|5505500550|5111000500|5111550005|0111005511|0055005511|5050505015|0550500555|0005550000| |5010505150|5005055000|5505500550|5000101500|5001550005|0010105500|0155005500|5050505005|0550500555|0005550000| |5000505050|5005055100|5515500551|5111011510|5110550005|1110105511|0055015511|5050515115|0551501555|0005551100|
2037f2c7_0,|800000008|880000888|800000008| |000000008|000000008|000000008| |000000000|000000000|000000000|
2c737e39_0,|0000000000|0003300000|0003005000|0000030000|0000300000|0003000000|0030000000|0300000000|0000003000|0000000000|0000000000| |0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0005000000|0223300000|0103300000| |0000000000|0000000000|0000005000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0103388000|
2546ccf6_0,|00000800000800000800000|00000800000800000800000|00200800200800000800000|00222822200800000800000|00020802000800000800000|88888888888888888888888|00020802000800000800000|00222822200800000800000|00200800200800110801100|00000800000800101810100|00000800000800010801000|88888888888888888888888|00000800000800010801000|00000800000800101810100|00000800000800110801100|00444844400800000800000|00040804000800000800000|88888888888888888888888|00040804000800000800000|00444844400800000800000|00000800000800000800000|00000800000800000800000|00000800000800000800000|88888888888888888888888|00000800000800000800000|00000800000800000800000| |00000800000000000800000|00000800000800000000000|00000000000000000000000|00200822200000000800000|00020802000800000000000|00008000000000000000000|00000802000000000800000|00022802000800000000000|00000000000000000000000|00000800000000101810100|00000800000800010000000|00008000000000000000000|00000800000000000801000|00000800000800100000000|00000000000000000000000|00400844400000000800000|00040804000800000000000|00008000000000000000000|00000804000000000800000|00044804000800000000000|00000000000000000000000|00000800000000000800000|00000800000800000000000|00008000000000000000000|00000800000000000800000|00000800000800000000000| |00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|00000000000000000000000|
1990f7a8_0,|0220020|0200202|0220020|0000000|2200200|2020220|2220200| |2200202|2200002|0000000|2200002|2200002|0000000|2202200| |2200202|2200002|0000000|0200002|2200002|0000000|2002200|
3979b1a8_0,|5111559159|1191159159|1999159159|1191159159|5111559159|5555599159|9999991159|1111111559|5555555599|9999999991| |1999999999|9955555555|9551111111|9511999999|9519955555|9519551115|9519511911|9519519991|9519511911|9519551115|
1a6449f1_0,|0000035400|0900000067|8000000000|0390006700|0000100001|0100080040|0006000302|0000050010|7000000081|0000040200|
0d87d2a6_0,|0000010000000000000000000|0000010002220000000222200|0000010002220000000222200|0000111001110111110111100|1111111111111111111111111|1000111000000111110000001|0000010000000222220000220|0000010000000222220000220|0000010000000000000000220|0000010000000000000000000|0111110000000000000000000|1111111111111111111111111|0222210000000000000000000|0222210000000000000000000|0000010000000000000000000|0000010000000000000000000|0000011111111100000002220|0000011111111100000002220|0000011111111100022002220|0000011111111100022000000|0000011111111100000000000|0000010000000000000000000|0000010000000000000000000| |0000010001110000000000000|0000010001110000000111100|0000010001110000000111100|0000111001110111110111100|1111111111111111111111111|0000111000000111110000000|0000010000000222220000220|0000010000000222220000220|0000010000000000000000220|0000000002200000000000000|0111110001100000000000000|1111111111111111111111111|0111110000000000000000000|0222210000000000000000000|0000000000000000000000000|0000010000000000000000000|0000011111111100000002220|0000011111111100000002220|0000011111111100022002220|0000011111111100022000000|0000011111111100000000000|0000010000000000000000000|0000010000000000000000000| |0000000000000000000000000|0000000000000000000222200|0000000000000000000222200|0000002000000002220222200|0000002000000002220222000|0000002000000002220000000|0000000000000002200000000|0000000000000002200000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|2111110111101111111011110|0111110000000000000000000|0222220000000000000000000|0111100000000000000000000|0111100000000000000000000|0111111111111100000002220|0111111111111100000002220|0111111111111100022002220|0111111111111100022000000|0000011111111100000000000|0000000000000000000000000|0000010000000000000000000|
0a1d4ef5_0,|223|777|472| |327|222|432| |233|431|462|
1e97544e_0,|23456789123456789123456|33456789123456789123456|34456789123456789123456|34556789123456789123456|34511891123456789123456|14118891123456789123456|34568891123456789123456|34568891134456789123456|34568891134456789123456|34567891134456789123456|34567891134456789123456|34567891234456789123456|34567891234556789123456|34567891234511789123456|34567891234811789123456|34567891234811889123456|34567891234811899123456|34567891234567891123456|34567891234567891223456|34567891234567891233456|34567891234567891234456|34567891234567891234556|34567891234567891234566| |23456789123456789123456|33456789123456789123456|34456789123456789123456|34556789123456789123456|34522222123456789123456|34522222123456789123456|34562222123456789123456|34562222122456789123456|34562222222456789123456|34567891221456789123456|34567891211456789123456|34567891234456789123456|34567891234556789123456|34567891211511789123456|34567891211511789123456|34567891211511889123456|34567891211511899123456|34567891234567891123456|34567891234567891223456|34567891234567891233456|34567891234567891234456|34567891234567891234556|34567891234567891234566| |23456789123456789123456|33456789123456789123456|34456789123456789123456|34556789123456789123456|34557891223456789123456|34557891223456789123456|34567891223456789123456|34567891234456789123456|34567891234456789123456|34567891234456789123456|34567891234456789123456|34567891234456789123456|34567891234556789123456|34567891234557789123456|34567891234557789123456|34567891234557889123456|34567891234557899123456|34567891234567891123456|34567891234567891223456|34567891234567891233456|34567891234567891234456|34567891234567891234556|34567891234567891234566|
2c0b0aff_0,|3888883888|8838833338|8333883338|8838888333|8888388838|8383338888|3338388883|8388888388| |3888883888|8838833388|8333883838|8838888333|8888388838|8383338888|3338388883|8888888888| |3888883838|8838833333|8333883333|8838888333|8888388838|8383338888|3338388883|3388888388|
0c786b71_0,|58555585|88777788|87588578|87588578|88777788|58555585| |85888855|78777788|55877855|55877855|78777788|85888855| |85788758|77888877|55855855|55855855|77888877|85788758|
19bb5feb_0,|26|13| |00|36| |00|26|
09c534e7_0,|000000000000000000000000000000|000000001111100000000001111110|001111001444100111111001444410|001441111444111144441111444410|001441001444100144441001444410|001111001444100111111001444410|000000001111100000100001111110|000000000010000011110000001000|000011110111000014410000111100|000014411141000011110000144100|000011110141000000000000144100|000001000111000000000000111100|000011100000000000000000000000|000014100000000111110000000000|000011100000000188810111100000|000000000111000188811166100000|000000000181000188810111100000|000000000111000111110000000000|000000000010000010000000000000|000000000111111111111000000000|011101110188888888861000011110|018111810188888888861000016610|011101811188888888861000016610|000001110188888888861000016610|000000000188888888861000011110|000000000111111111111000000100|001111000000000000000000011110|001881001111000111100000016610|001881111881111188111111116610|001111001111000111100000011110| |000000000000000000000000000000|000000001111100000000001111110|001111001444100111111001444410|001441111444111144441111444410|001441001444100144441001444410|001111001444100111111001444410|000000001111100000100001111110|000000000010000011110000001000|000011110111000014410000111100|000014411141000011110000144100|000011110141000000000000144100|000001000111000000000000111100|000011100000000000000000000000|000018100000000111110000000000|000011100000000188810111100000|000000000111000188811188100000|000000000181000188810111100000|000000000111000111110000000000|000000000010000010000000000000|000000000111111111111000000000|011101110166666666661000011110|016111610166666666661000016610|011101611166666666661000016610|000001110166666666661000016610|000000000166666666661000011110|000000000111111111111000000100|001111000000000000000000011110|001661001111000111100000016610|001661111661111166111111116610|001111001111000111100000011110| |000000000000000000000000000000|000000001111100000000001111110|001111001644100111111001444410|001441111444111144441111444410|001441001444100144441001444410|001111001444100111111001444410|000000001111100000100001111110|000000000010000011110000001000|000011110111000014410000111100|000014411141000011110000144100|000011110141000000000000144100|000001000111000000000000111100|000011100000000000000000000000|000018100000000111110000000000|000011100000000186610111100000|000000000111000166611144100000|000000000161000166610111100000|000000000111000111110000000000|000000000010000010000000000000|000000000111111111111000000000|011101110166666666661000011110|016111610166666666661000016610|011101611166666666661000016610|000001110166666666661000016610|000000000166666666661000011110|000000000111111111111000000100|001111000000000000000000011110|001661001111000111100000016610|001661111661111166111111116610|001111001111000111100000011110|
37d3e8b2_0,|007777700000000000|003030303333333000|003033303033003000|003333303333003000|000000003003333000|000000003333333000|003333000000000000|003003000033333330|007777000070033330|000000000077770070|000000000077770070|077777770070777770|070077770070777770|070077770077700770|077770770077700770|077777770077777770|000000000000000000| |001122300000000000|001020303333333000|001033303033003000|001333303333003000|000000003003333000|000000003333333000|001123000000000000|001003000033322220|001333000030022220|000000000032220020|000000000022220020|012222220020222220|010022220020222220|010022220022200220|012220220022200220|012222220022222220|000000000000000000| |007777700000000000|003030303333333000|003033303033003000|003333303333003000|000000003003333000|000000003333333000|007777000000000000|007007000033333330|007777000030033330|000000000077770070|000000000077770070|077777770070777770|070077770070777770|070077770077700770|077770770077700770|077777770077777770|000000000000000000|
009d5c81_0,|00000000000000|00000333333333|00000300030303|00000303030003|00000333333333|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000| |00000000000000|00000222222222|00000200020202|00000202020002|00000222222222|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000| |00020002000000|02020202020000|02222222220000|02020202020000|02000200020000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|
27f8ce4f_0,|000000967|000000877|000000287|000967967|000877877|000287287|000000967|000000877|000000287| |967967000|877877000|287287000|967000000|877000000|287000000|000000000|000000000|000000000| |000000000|000000000|000000000|967967000|877877000|287287000|000967000|000877000|000287000|
1d398264_0,|060010010000|006010100000|000611000000|666671111111|000331000000|003030100000|030030010000|300030001000|000030000100|000030000010|000030000001|000030000000| |660601100000|066611000000|666611111111|666671111111|033331000000|330301100000|300300110000|000300011000|000300001100|000300000110|000300000011|000300000001| |066611111100|006611111000|666611111111|666671111111|333331111111|033331111000|333331011100|333031001110|330031000111|300031000011|000031000001|000031000000|
1d398264_1,|0400200500000000|0040205000000000|0004250000000000|2222955555555555|0004110000000000|0040101000000000|0400100100000000|4000100010000000|0000100001000000|0000100000100000|0000100000010000|0000100000001000|0000100000000100|0000100000000010|0000100000000001|0000100000000000| |4400250055000000|0440250550000000|0044255500000000|0002955000000000|4444111111111111|0004111000000000|0044111100000000|0440110110000000|4400110011000000|4000110001100000|0000110000110000|0000110000011000|0000110000001100|0000110000000110|0000110000000011|0000110000000001| |0044050550000000|0004255500000000|4444255555555555|2222955555555555|0004111100000000|0044010110000000|0440010011000000|4400010001100000|4000010000110000|0000010000011000|0000010000001100|0000010000000110|0000010000000011|0000010000000001|0000010000000000|0000010000000000|
17b80ad2_0,|00002309840303008|00303844800300000|00000800800300000|00000800800300000|00000801800394900|00060808101969007|00000800111390000|00007530133900400|00400500100700000|00020519100700120|00230500100400000|04340500100400000|00000500609400300|00000503600402000|00010500600490303|00000500500903100|00000500500500000| |00002309840303008|00300844800300000|00000800800300000|00000800800300000|00000801800394900|00060800101360007|00000800101300000|00007530130700400|00400500100700000|00020519100700120|00030500100400000|04040500100400000|00000500609400300|00000503600402000|00010500600490303|00000500500500100|00000500500500000| |00002309840303008|00300844800300900|00060800800390907|00060800800394907|00060801800394907|04060809101360407|04020809001390400|04027539039790400|04420509009790000|04020519009790120|04030500009490300|04040500109490300|00000500609490300|00000503600492300|00010500600490303|00000500500500100|00000500500500000|
281123b4_0,|9484|8499|8449|9998| |9885|4499|8459|9998| |9484|4499|8449|9998|
0e671a1a_0,|0000000000000|0000000000000|0000000000400|0000000000000|0000000000000|0250000000000|0000000500000|0000000500000|0000000500000|0000000500000|0000000500000|0000000300000|0000000000000| |0000000000000|0000000000000|0555555555400|0500000000500|0500000000500|0200000000500|0500000000500|0500000000500|0500000500500|0500000500000|0500000500000|0500000300000|0000000000000| |0000000000000|0000000000000|0000000055400|0000000500500|0000000500500|0255555555500|0000000500000|0000000500000|0000000500000|0000000500000|0000000500000|0000000300000|0000000000000|
2a5f8217_0,|0000008800000|0060088808800|0866008088800|0000000008000|0000006000000|0040066600000|0440006000020|0040000000222|0000004000000|0000044000060|0040004000666|8080000000060|8000000000000| |0000008800000|0080088808800|0888008088800|0000000008000|0000008000000|0040088800000|0440008000020|0040000000222|0000008000000|0000088000060|0060008000666|8060000000060|8000000000000| |0000008800000|0040088804800|0844008044600|0000000004000|0000004000000|0040044400000|0440008000020|0040000000222|0000002000000|0000044000060|0080008000666|8020000000060|8000000000000|
12997ef3_0,|022088033066|220880330660|220880330660| |028082033066|880220330660|280820330660| |022088038062|220880880220|220880380620|
12997ef3_1,|070|777|070|060|666|060|030|333|030|020|222|020| |070|777|070|060|666|060|030|333|030|027|772|070| |070|777|070|070|666|060|030|333|030|020|222|020|
1c56ad9f_0,|000000000000000|000007707707000|000000070007000|000070070007000|000000000007000|000070070077000|000000070007000|000070070007000|000000070007000|000070070007000|000000070007000|000070070077000|000000070007000|000007707707000|000000000000000| |000000000000000|000077777770000|000000000000000|000070707070000|000007000000000|000070707070000|000007000700000|000070707070000|000007000000000|000070707070000|000007000700000|000070707070000|000000000000000|000077777770000|000000000000000| |000000000000000|000000000000000|000000070000000|000000070000000|000000070000000|000077777777000|000000000070000|000070070007000|000007777777700|000070070007000|000000000070000|000000000000000|000000000000000|000000000000000|000000000000000|
