output_id,output
1c56ad9f_0,|000000000000000|000077777770000|000700700707000|000070070070000|000700000000000|000070070070000|000700700000000|000070070070000|000700000000000|000070070070000|000000000000000|000070070070000|000707700707000|000077777770000|000000000000000| |000000000000000|000077777770000|000700000007000|000070070070000|000000700707000|000070070070000|000700700700000|000070070070000|000700700700000|000070070070000|000707700700000|000070070070000|000700700700000|000077777770000|000000000000000| |000000000000000|000077777770000|000700700707000|000070070070000|000700000000000|000070070070000|000700700007000|000070070070000|000700000000000|000070070070000|000007000000000|000070070070000|000700700700000|000077777770000|000000000000000|
1d0a4b61_0,|1111111111111111111111111|1281551821281551821281551|1521881251521881251521881|1111111111111111111111111|1851221581851221581851221|1851221581851221581851221|1111111111111111111111111|1521881251521881251521881|1281551581281551821281551|1111111111111111111111111|1281551581281551821281551|1521881821521881251521881|1111111111111111111111111|1851281251521221581851881|1851281251851221581851881|1111111111111111111111881|1521881251581551251521551|1281551821251221821281221|1111111111111111111111881|1281551821251221821281551|1521881251581551251521881|1111111111111111111111111|1851221581851221581851221|1851221581851221581851221|1111111111111111111111111| |1111111111111111111111111|1251551521251551521251551|1521551251521551251521551|1111111111111111111111111|1551221551551221551551221|1551221551551221551551221|1111111111111111111111111|1521551251521551251521551|1251551351251551521251551|1111111111111111111111111|1251551321251551521251551|1521551231521551251521551|1111111111111111111111111|1551221331331221551551221|1551221331551221551551221|1111111111111111111111111|1521551251521351251521331|1251551521231331521251331|1111111111111111111111111|1251551521231331521251551|1521551251521331251521551|1111111111111111111111111|1551221551551221551551221|1551221551551221551551221|1111111111111111111111111| |1111111111111111111111111|1281551821281551821281551|1521881251521881251521881|1111111111111111111111111|1851221581851221581851221|1851221581851221581851221|1111111111111111111111111|1521881251521881251521881|1281551551281551821281551|1111111511111111111111111|1281551581281551821281551|1521881821521881251521881|1111111511111111111111111|1851251251851221581851251|1851221251851221581851221|1111111511111111111111551|1521881251551551251521221|1281551821221251821281251|1111111111111111111111551|1281551821251521821281551|1521881251581521251521881|1111111111111111111111111|1851221581851221581851221|1851221581851221581851221|1111111111111111111111111|
1d398264_0,|600000001000|060000010000|006611100000|000671000000|000331666666|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000| |600000001000|060000010000|006616100000|000676000000|000336666666|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000| |660000001000|066000010000|006617100000|006617000000|777337777777|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|
1d398264_1,|0400200500000000|0040205000000000|0004250000000000|4442955555555555|0004110000000000|0040101000000000|0400100100000000|4000100010000000|0000100001000000|0000100000100000|0000100000010000|0000100000001000|0000100000000100|0000100000000010|0000100000000001|0000100000000000| |0400200500000000|0040205000000000|0004250000000000|4444955555555555|0004110000000000|0040101000000000|0400100100000000|4000100010000000|0000100001000000|0000100000100000|0000100000010000|0000100000001000|0000100000000100|0000100000000010|0000100000000001|0000100000000000| |0200320200000000|0030323000000000|0004250000000000|2222854444444444|0004110000000000|0030323000000000|0300320300000000|3000320030000000|0000320003000000|0000320000300000|0000320000030000|0000320000003000|0000320000000300|0000320000000030|0000320000000002|0000320000000000|
1da012fc_0,|0000000000000000000000000|0006600001110000000000000|0066660010101000000000000|0006600000100000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000008880000000000000000|0000088088000000000000000|0000008880000000555555550|0000000000000000545554550|0000000000000000555555550|0000000000000000555555550|0001000000800800555855550|0011100008888880555555550|0001000000088000555555550|0000000000000000515556550|0000000000000000555555550|0000000000000000555555550| |0000000000000000000000000|0006600001110000000000000|0066660010101000000000000|0006600000100000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000008880000000000000000|0000088088000000000000000|0000008880000000555555550|0000000000000000545554550|0000000000000000555555550|0000000000000000555555550|0001000000800800555855550|0011100008888880555555550|0001000000088000555555550|0000000000000000565556550|0000000000000000555555550|0000000000000000555555550| |0000000000000000000000000|0003300003330000000000000|0033310040304000000000000|0003300000300000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000008840000000000000000|0000088044000000000000000|0000008340000000222222220|0000000000000000232223220|0000000000000000222222220|0000000000000000222222220|0008000000300800222422220|0088100001188880222222220|0003000000088000222222220|0000000000000000282224220|0000000000000000222222220|0000000000000000222222220|
1e81d6f9_0,|000500000000000|010500001000000|000503000080007|555500600000000|000000000400620|000000900000000|000008700000000|000070072000000|000004100066000|000000008000000|000000000009000|000000009000000|000000000400020|000100000000000|000090000007000| |000500000000000|010500001000000|000503000080007|555500600000000|000000000400620|000000900000000|000008700000000|000070072000000|000004000066000|000000008000000|000000000009000|000000009000000|000000000400020|000100000000000|000090000007000| |000500000000000|010500001000000|000503000080007|555500600000000|000000000000620|000000900000000|000108700000000|000070072000000|000004100066000|000000008000000|000000000009000|000000009000000|000000000000020|000100000000000|000090000007000|
1e97544e_0,|23456789123456789123456|33456789123456789123456|34456789123456789123456|34556789123456789123456|34556789123456789123456|34556789123456789123456|34566789123456789123456|34566781133456789123456|34566781133456789123456|34567891133456789123456|34567891133456789126456|34567891234456789126456|34567891234556789126456|34567891234556789129456|34567891234556789129456|34567891234556889123456|34567891234556899123456|34567891234567891123456|34567891234567891223456|34567891234567891233456|34567891234567891234456|34567891234567891234556|34567891234567891234566| |23456789123456789123456|33456789123456789123456|34456789123456789123456|34556789123456789123456|34556789223456789123456|34557789223456789123456|34567789223456789123456|34566789223456789123456|34566759233456789123456|34567891237456789123456|34567891237456789123456|34567891234456789123456|34567891234556789123456|34567891234556789123456|34567891234557789123456|34567891234557889123456|34567891234557899123456|34567891234567891123456|34567891234567891223456|34567891234567891233456|34567891234567891234456|34567891234567891234556|34567891234567891234566| |23456789123456789123456|33456789123456789123456|34456789123456789123456|34556789123456789123456|34567459123456789123456|36567459123456789123456|34567459123456789123456|34567459123456789123456|34567459129456789123456|34567891123456789123456|34567891224456789123456|34567891234456789123456|34567891234556789123456|34567891234567789123456|34567891234567789123456|34567891234567889123456|34567891234567899123456|34567891234567891123456|34567891234567891223456|34567891234567891233456|34567891234567891234456|34567891234567891234556|34567891234567891234566|
2037f2c7_0,|0| |0| |0|
2072aba6_0,|000000|000000|001200|002100|111111|111111| |121212|212121|121112|211121|555511|555522| |222222|222222|215512|125521|555555|555555|
20818e16_0,|0| |0| |0|
20981f0e_0,|0000000000000|0020000200002|0000000000000|0000110000000|0000110001100|0000000000000|0020000200002|0000000000010|0000000001100|0000110001100|0000000000000|0020000200002|0000000000110|0000110001100|0000110001100|0000000000000|0020000200002| |0000000000000|0020000200002|0000000000000|0000100000000|0000110001100|0000000000000|0020000200002|0000000000010|0000010000000|0000110001000|0000001000000|0020000200002|0000001000100|0000110001100|0000110001000|0000000000000|0020000200002| |0000000000000|0020000200002|0000010000000|0000000000000|0000100001000|0000100001000|0020000200102|0000000000110|0000000001100|0000000000100|0001000000010|0020000200002|0000000000000|0000100001100|0000000001100|0000000000000|0020000200002|
212895b5_0,|00050040000000004000404|00500000004000000004040|00500050000000550000405|00052004005505204044400|00040200020002055040055|00044088800020000455000|00004488840200004040000|00000088842544000405400|00000200020000500050050|00505040202000054050050|00000002400545000000400|00505520544000000055450|00000200054000000000400|00002450000005040005000|50025055000050000400500|00500000000050540500005|05000000000000005400550|50005050000000500000000|00000000050000000000005|00000005000000000050000|00000000000000005000000| |00050000000000000000000|00500000000000004004040|00500050000000550000005|00052004005505200004000|00040204024002055440055|00044088800020000455040|00000488844200004000000|00000488842500000005000|00000200020000500050050|00505004202000050450050|00000002400545000400000|00545520540000040055050|00000200050000000000000|00002050000045000005000|50025055000050000000500|00500000000054500500005|05000000000000005000550|50005050000000500000000|00000000050000000000005|00000005000000000050000|00000000000000005000000| |00050000000000000040040|00500000000000000000040|00500450000000550000405|00052004005505200000000|00004200024002055000055|00004088800020004055040|00000488840200000000000|00000488842500000005000|00000244020000500050050|00505000202000050050050|00000002000505000000000|00505520500000000055050|00000200050040000000000|00002050000045000005000|50025055000050400000500|00500000000050500500005|05000000000000005000550|50005050000000500000000|00000000050000000000005|00000005000000000050000|00000000000000005000000|
21f83797_0,|0000200002000|2222022222222|0000210002000|0000201002000|0000211112000|0000211112000|0001211112000|0000211112000|0000211112000|0000200012000|2222222222222|0000200002000|0000200002000| |0000200002000|2222222222222|0000200002000|0000200002000|0001211112000|0001211112000|0001211112000|0001211112000|0001211112000|0000200002000|2222222222222|0000200002000|0000200002000| |0|
22a4bbc2_0,|8880|0221|0880|2111|2220|2220|2111|0880|0880|1111|1111|2888|2200|0888|1210|8888|0110|0110|2222|2222|0222|0222| |2882|0222|0880|1111|2880|2880|0212|2222|2222|1111|1111|8888|2200|0888|2220|8888|0112|2112|2222|2222|0111|0111| |2220|0122|0880|1212|2880|2880|0112|0220|0220|1111|1111|2888|2200|0888|2110|8888|0110|0110|2222|2222|0111|0111|
25094a63_0,|683338183881631231113122682386|166881336388211368831218238882|883631683863128182132444441836|131281822213183631131444441263|812386444444444413814444448368|613186444444444411316144146283|333383444444444413116288888813|331321444444444481132632188828|183283444444444468882831336131|812316444444444438661383328881|331128444444444438181862811163|611216832281638263213361286222|132812881322223338321166383316|812631328133818366831813323363|881328112121811333888333186113|683281311311838833363331363286|381182332816166863183888116331|881236331883368181223838826861|318233633631131181318281121338|888128831133336444444138288128|683812838318331444444828883311|816312881138238444444383833131|212218631388822444444881311326|113663228263862444444311338333|136183213313838444444383833812|883882222886834444444221618686|331118833328244444688228112188|663336338888136833811161262638|128321333313866181621633383818|862638288311611218121318363338| |683338183881631231113122682386|166881336388211368831218238882|883631683863128182132144441836|131281822213183631131444441263|812386844444444413814444448368|613186844444444411316414446283|333383844444444413116288888813|331321844444444481132632188828|183283444444444468882831336131|812316444444444438661383328881|331128444444444438181862811163|611216832281638263213361286222|132812481322223338321166383316|812631328133818366831813323363|881328112121811333888333186113|683281311311838833363331363286|381182332816166863183888116331|881236331883368181223838826861|318233633631131181318281121338|888128831133336444444138288128|683812838318331444444828883311|816312881138238444444383833131|212218631388822444444881311326|113663228263862444444311338333|136183213313838444444483833812|883882222886844444444221618686|331118833328244434688228112188|663336338888136833811161262638|128321333313866181621633383818|862638288311611218121318363338| |683338183881631231113122682386|166881336388211368831218238882|883631683863128182132144441836|131281822213183631131444444263|812386844444444413814444448368|613186844444444411316444146283|333383844444444413116288888813|331321844444444481132632188828|183283444444444468882831336131|812316444444444438661383328881|331128444444444438181862811163|611216832281638263213361286222|132812481322223338321166383316|812631328133818366831813323363|881328112121811333888333186113|683281311311838833363331363286|381182332816166863183888116331|881236331883368181223838826861|318233633631131181318281121338|888128831133336444444138288128|683812838318331444444828883311|816312881138238444444383833131|212218631388822444444881311326|113663228263862444444311338333|136183213313838444444483833812|883882222886843444444221618686|331118833328244434688228112188|663336338888136833811161262638|128321333313866181621633383818|862638288311611218121318363338|
2546ccf6_0,|00020800000800000800000|00020800000800000800000|00222822200800220800000|00222822200800000800000|00020802000800000800000|88888888888888888888888|00020800000800000800000|00222800000800000800000|00200800000800110800000|00000800000800101800000|00000800000800010800000|88888888888888888888888|00020800000800110801000|00222800000800101810100|00222800000800110801100|00444844400800000800000|00040804000800000800000|88888888888888888888888|00000804000800110801100|00000844400800444811100|00222800800800111800100|00000884800800110811100|00000800000800000800000|88888888888888888888888|00000800000800000800000|00000800000800000800000| |00080800000800000800000|00080800000800000800000|00280800200800000800000|00222822200800000800000|00020802000800200800000|88888888888888888888888|00020800000800000800000|00222800000800000800000|00280801100800110800000|00080810100800101800000|00080801000800810800000|88888888888888888888888|00000800000800810801000|00080800000800101810100|00000800000800110801100|00444844400800000800000|00040804000800000800000|88888888888888888888888|00080804000800040880800|00080844400800444880800|00080800000800000880800|00080800000800000880800|00080800000800000880800|88888888888888888888888|00000800000800000800000|00000800000800000800000| |00040800000800000800000|00040800000800000800000|00244822200800022800000|00222822200800000800000|00020802000800000800000|88888888888888888888888|00020800000800000800000|00222800000800000800000|00244801100800110800000|00040810100800101800000|00040801000800810800000|88888888888888888888888|00404800000800010801000|00040800000800101810100|00004800000800110801100|00444844400800000800000|00040804800800000800000|88888888888888888888888|00444804000800040844400|00444844400800444844400|00444800000800000844400|00040800000800000844400|00040800000800000844400|88888888888888888888888|00000800000800000800000|00000800000800000800000|
256b0a75_0,|70009013900001331000003000|80009013800001312090003060|30009013300001339090003030|30009013300001339090003030|30000013300001339090013030|30000013300041339090003030|33333333333333339333303333|35550523333333339333303333|83338333837333339333303333|83338388838318833333303333|83138388838338880393306333|85533388333333833337331133|33333388333333333303333333|33333388333333333303333333|83338388333333833303333333|83338388838838833303333333|30333033343033333333033030|30333033333033333333033030|30303033333033333333033000|30300033333033323333033000|80103035333033313333033000|30003033333033313733003000|30003033033003313333009000|30003033303003313333003000|30003033303003313333003000| |70000013909000031399003000|30000013009000032399003060|30000013009000039399003030|30009013009000039399003030|30003013009000039399013030|30003013309040039399033030|30003013309033339399033030|33113323339333339399333333|33333333337338839399333333|33333388838388833399383333|33333383333333833399333333|35333383333333833337333533|33333383333333833333333333|33333383333333833333333333|33333383333313833333333333|33333388838338833333333333|36633633043613333333633636|30333033033033333333033030|30333033033003333333033000|30303033003003323333003030|30103035003003303333003030|30003030003003303733003030|30003030003003303033039030|30003030003033303033030030|30003030003033303033030030| |60700077000000900700000020|70702077700020972700020060|70702077700020900700000000|70079077700000900700020000|70007077700020900700010000|70007077700040900700077000|70077077707070900707077000|70677027770077700777077000|77777779777777979907777979|77777788888888877707777777|77777787777777867790977777|64437787777777897777474464|77779787777777877777907777|77777787777707877777707777|77777787777707877777707777|77777088888888877777777777|66770070647000770777007070|00700070709000779777000070|70707077777009777707000000|70707070700009720700000000|70107073700009760700000000|70207070700009760700000000|70277070700009760000079000|70207070700070760000072000|70277070700070760000072000|
2685904e_0,|8800000000|0000000000|0000000000|0000000000|2004000000|2004000000|5555555555|0000000000|2364624439|0000000000| |8800000000|0000000000|0000000000|0004600000|2004620000|2004600000|5555555555|0000000000|2364624439|0000000000| |8800000000|0000000000|0000000000|0000000000|2002002002|2002002002|5555555555|0000000000|2364624439|0000000000|
2697da3f_0,|0| |0| |0|
2753e76c_0,|0| |0| |0|
27a77e38_0,|912849821|443127679|216978436|986342917|555555555|000000000|000000000|000000000|000050000| |912849821|443127679|216978436|986342917|555555555|000000000|000000000|000000000|000040000| |912849821|443127679|216978436|986342917|555555555|000000000|000900000|000000000|000909000|
27f8ce4f_0,|000000967|000000877|000000287|000967967|000877877|000287287|000000967|000000877|000000287| |000000967|000000877|000000287|000967967|000877877|000287287|000967967|000877877|000287287| |000000977|000000777|200200277|000977977|000777777|200277277|000000977|000000777|000200277|
281123b4_0,|9885|4499|8459|9998| |9885|4499|5459|9995| |9880|4499|8459|9995|
292dd178_0,|442444444444444|442444441111444|412114441444444|412214441221444|412214441111444|411114444444444|444444411114444|444444412214444|444444412214444|444444414114444|444444444444444| |555555555555555|555555551111555|515115551555555|512215521221555|512215551111555|511115555555555|555555511115555|555555515215555|222222212215555|222222215115555|555555555555555| |442444444444444|442444441111444|412112221222222|412214441221444|412214441111444|411114442424444|442444411114444|442444412214444|444444412214244|444444412114444|444444444444444|
29700607_0,|00048500000|00048500000|00048500000|00048500000|00048500000|00008000000|00008000000|44408000000|00008000000|00005555555|00008000000| |00048500000|00048500000|00048500000|00048500000|00048500000|00008000000|00008000000|44408000000|00000000000|00005555555|00000000000| |00048500000|00048500000|00048500000|00048500000|00008000000|00008000000|00008000000|44448880008|00008000005|00008585555|00000000000|
2a5f8217_0,|0000008800000|0060088808800|0666008088800|0000000008000|0000001000000|0020088800000|0220008000020|0020000000222|0000006000000|0000022000080|0040002000888|4040000000080|4000000000000| |0000008800000|0060088808800|0666008088800|0000000008000|0000001000000|0020088800000|0220008000020|0020000000222|0000002000000|0000022000080|0040002000888|4040000000080|4000000000000| |0000006600000|0010022601100|0111006011100|0000000001000|0000001000000|0040011100000|0440001000020|0040000000222|0000001000000|0000011000060|0010001000666|2010000000060|2000000000000|
2b01abd0_0,|0000000010000000|0000000010000000|0000100010000000|0008001010000000|0002882010080000|0008008010000000|0028808010000000|0000008010000000|0001808010000000|0002800010000000|0001000010080000|0000000010000000|0000000010000000|0000000010000000| |0000000010000000|0000000010000000|0000100010000000|0008008010000000|0002222010020000|0008008010000000|0022208010000000|0000002010000000|0008808010000000|0002800010000000|0008000010020000|0000000010000000|0000000010000000|0000000010000000| |0000000010020000|0000000010020000|0000000010020000|0008008010020000|0002222010020000|0008008010020000|0022200010020000|0000000010020000|0002000010020000|0001000010020000|0001000010000000|0000000010000000|0000000010000000|0000000010000000|
2c0b0aff_0,|0| |0| |0|
2c737e39_0,|0000000000|0000000100|0000000000|0000010000|0000000000|0001000000|0000000000|0010000000|0400000000|0223310100|0103300000| |0004444040|0000044000|0000005000|0000000000|0000002000|0000000000|0000000000|0000000000|0025000000|2223320000|0103311000| |0008800080|0000000000|0000005000|0000000000|0000000000|0000000000|0000000000|0000000000|0005000000|0223300000|0103311000|
2f0c5170_0,|0| |0| |0|
310f3251_0,|002005000000|000052000500|200000005002|050050020050|000000005000|005500000500|000020050200|005005000050|200000005000|000000002500|000500000002|005052000000| |002005000000|000002006000|020000600002|050005020000|020005005000|005005200000|550000050050|550005000000|550000505500|000020002000|006000000002|600002020500| |002000500020|000200020500|020005000000|000050000020|000020000050|000005000002|000005000020|000020000500|000050000002|000020002005|020500000200|500000020000|
3194b014_0,|0| |0| |0|
319f2597_0,|05759230786902425120|90755127101748472950|01809476955581004785|42055282709604083392|19208431134635112646|14356111007305830629|77092469155852224212|20612948278200022477|02668921320583748521|32489895216812579185|13727302303202170857|16466559232400399966|86522321096940770503|07759800220000807660|69563700980000420326|28535671000400130447|08479570706800014090|45904557905886283724|16040054174786595490|29260890605875436395| |05750201786942425127|90755127190048472958|91809476955581084005|42955282709004983392|19238431134635112606|14350111107390805020|70192469050852224212|29012948208207322470|02660921320083748521|32409805216812579180|13027352393202170057|16466059202407309066|86522321096949770503|37709870229500007667|09063757989500423326|28535071074490134447|78479578006800314097|45994557985006283724|16043650174086090499|29260099645875436395| |40759231780942425127|91755127101748470958|91860470955581004785|42955282779614983392|10238431134635112646|14306110067300805620|77192469155800224202|09610948278050322477|42660921320583000521|32409805216812579185|13707052303272179857|16406059202407399966|86522301496900771093|37059870220000007667|60563700980000003306|28535671470400034447|78479578740000314197|45904550905886203724|16103654174786590499|29267899605870406395|
31adaf00_0,|5110505050|5105055000|5505500550|5101000510|5111551005|1111015511|0155015510|5050505005|0550500555|0005550000| |5110505050|5005055101|5505500550|5101001510|5111551005|1110005511|0055105510|5050505005|0550511555|0005550000| |5000505050|5005055110|5505510550|5011111510|5011551115|0101105510|0055105510|5050505105|0550511555|0005551110|
31d5ba1a_0,|00000|00000|00000| |99999|44499|64444| |66666|00069|60000|
31d5ba1a_1,|00000|00000|00000| |60060|46400|00060| |66060|96966|60060|
32e9702f_0,|5666665555|5555555555|5555566555|5555555555|6665555555|5555555555|5555555555|5556666665|5555555555|5555555555| |5777775555|5555555555|5555577555|5555555555|7775555555|5555555555|5555555555|5557777775|5555555555|5555555555| |5666665555|5555555555|5555555565|5555555555|5566555555|5555555555|5555555555|5555566656|5555555555|5555555555|
332efdb3_0,|11111111111|10101010101|11111111111|10101010101|11111111111|10101010101|11111111111|10101010101|11111111111|10101010101|11111111111| |0| |0|
3391f8c0_0,|00000000000000|00060000600000|00666006660000|00060000600000|00000000000000|00505000600000|00000006660000|00005000600000|00000000000000|00000000000000|00000000000000| |00000000000000|00060000600000|00666006660000|00666000600000|00000000000000|00500000600000|00055006660000|00000006600000|00000000000000|00000000000000|00000000000000| |00000000000000|00060000600000|00666000660000|00060000600000|00000000000000|00500000600000|00550006660000|00005000000000|00000000000000|00000000000000|00000000000000|
33b52de3_0,|00000000000000000000000|00000001110144011101440|04141001010104010104040|04141004040404040401010|04111000000000000000000|04188001110111011108880|04111001010104040101010|00000004040404040408080|00000000000000000000000|00000001110111011108880|00000004010104040101010|00000001040404040408080|00000000000000000000000|00000001110181018108880|00000001010401040101010|00000001040404040408080|00000000000000000000000|00000001110888088808880|00000001010808080808080|00000001080808080808080|00000000000000000000000|00000000000000000000000|00000000000000000000000| |00000000000000000000000|00000001110118011108880|01211008080808080101080|08211008080808080801010|02211000000000000000000|01131001110111011101110|02111008010108010101010|00000008080808080801010|00000000000000000000000|00000001110111011101110|00000001010108010101010|00000008080808080801010|00000000000000000000000|00000001410141014101410|00000002010108010101010|00000008080808080801010|00000000000000000000000|00000001110141014101410|00000001010404040404040|00000001040404040404040|00000000000000000000000|00000000000000000000000|00000000000000000000000| |00000000000000000000000|00000001410141014404340|03132001010108010405030|04154001040404040104010|03144000000000000000000|01181001410141014103110|01111001040108010105010|00000001040404040101010|00000000000000000000000|00000003140111011101110|00000003010108010101010|00000001040404040101010|00000000000000000000000|00000001840181018101810|00000001010101010101010|00000001040404040101010|00000000000000000000000|00000001840888088101810|00000001010101010808080|00000001080808080808080|00000000000000000000000|00000000000000000000000|00000000000000000000000|
3490cc26_0,|00000000000000000000000|00000000000000000000000|00000000000000000000000|00002207777880007778800|00002207700880077008800|00000000000770000007700|08800000000770000007700|08807000000770000007700|00000008877880000000700|00000008877880000000700|00000007700000000007700|00000007700000000007700|00000000000000088000000|00000700000000088000000|00008878800000000007700|00008878800000000007700|00000000000000000008800|00000000000000000008800|00000000000000000000000|00008870777778800000000|00008877777778800000000|00000000000000000000000| |00000000000000000000000|00000000000000000000000|00000000000000000000000|00002207777880000778800|00002207777880077778800|00000000000770000007700|08800000000770000007700|08800000000770000007700|00000008877880000000700|00000008877880000000700|00000007700000000007700|00000007700000000007700|00000000000000088000000|00000700000000088000000|00008878800000000007700|00008878800000000007700|00000000000000000008800|00000000000000000008800|00000000000000000000000|00008870777778800000000|00008877777778800000000|00000000000000000000000| |00000000000000000000000|00000000000000000000000|00000000000000000000000|00002277777887777778800|00002277777887777778800|00007700000770000000700|08807700000770000000000|08807700000770000000000|00007708877880000000000|00007708877880000000000|00007707700000000000000|00007707700000000000000|00007707700000088000000|00007707000000088007000|00008878800000000000000|00008878800000000007700|00007700000000000008800|00007700000000000008800|00007700000000000000000|00008877777778800000000|00008877777778800000000|00000000000000000000000|
34b99a2b_0,|2200|2000|2220|0000|2002| |2200|2000|2220|2000|2002| |2020|2202|0200|0020|0022|
351d6448_0,|0003000200020|0033302220222|0333332222222| |0023222222020|2333322222222|0333332222222| |0023332222020|3333322222222|0333332222222|
358ba94e_0,|0| |0| |0|
37d3e8b2_0,|002222200000000000|002020207777777000|002022207077007000|002222207777007000|000000007007777000|000000007777777000|001111000000000000|001001000077777770|001111000070077770|000000000077770070|000000000077770070|077777770070777770|070077770070777770|070077770077700770|077770770077700770|077777770077777770|000000000000000000| |002222200000000000|002020203333333000|002022203033003000|002112203733003000|000000003003733000|000000003373333000|001111000000000000|001001000077777330|001111000070077330|000000000077370030|000000000073770030|077777770070777730|070077770070777730|070077770077700730|077770770077700730|077777770077777730|000000000000000000| |0|
3979b1a8_0,|5111559159|1191159159|1999159159|1191159159|5111559159|5555599159|9999991159|1111111559|5555555599|9999999991| |5523552555|5333532553|5333282225|3332885525|5528229255|5388289253|2222998899|5555229992|5522559955|5355539253| |9919559199|9555555559|1511111151|9511991159|5519559155|5519559155|9511991159|1511111151|9555555559|9919559199|
3a301edc_0,|000000000000000000000|000000000000000000000|000000000000000000000|008880000000000000000|008880000000000000000|008888888800000000000|008883333338880000000|008883888838880000000|008883888838800000000|008883888838880800000|008883888838880800000|008883333338880800000|008008888888808800000|008008888888808800000|008008888888808800000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000| |000000000000000000000|000000000000000000000|000000000000000000000|008888888888880000000|008888888888880000000|008888888888880000000|008883333338880000000|008883888838880000000|008883888838880000000|008883888838880300000|008883888838880300000|008883333338880000000|008888888888880000000|008888888888880000000|008888888888880000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000| |000000000000000000000|000000000000000000000|000000000000000000002|022000000000000000000|022000000000000000000|022022222200000000000|002223333332220000000|002223666632220000000|002223666632220000000|002223666632220200000|002223666632220200000|002223333332220200000|002222222222202200000|002222222222202200000|002222222222202200000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|002000000000000000000|
3b4c2228_0,|0| |0| |0|
3b4c2228_1,|0| |0| |0|
3d31c5b3_0,|505425|250285|555422| |585425|250285|555422| |808808|080088|888800|
3ed85e70_0,|006600000000000000000000000000|008800000000000000000000000000|008200000000001110000066000000|060600000000001810000011000000|000000000000001110000018000000|000000000000000000000666600000|000000008888000000000000004400|000000008668000000000000004400|000000008668000000088800000000|000000008888000000081800000000|000088800000000000088800000000|000086800000000000000000000000|000088800000000000000000111000|000000000000000000000000121000|000000000000000220000000111000|000000000000000220000000000000|000000000000000000000000000000|000008000000000000000888800000|000084800000800000888866800000|000008000000000000000866800000|000000000000000000000888800000|000000000000000000000000000000|333333333333333333333333333333|333883333333333333333333333333|333822333333111333333333333333|333322833333161333333314333333|333338833333111333333341333333|333333333333333333333333333333|333333333333333333333333333333|333333333333333333333333333333| |000000000000000000000000000000|008800000000000000000000000000|008200000000001110000000000000|000000000000001810000011000000|000000000000001110000018000000|000000000000000000000000000000|000000008888000000000000004400|000000008668000000000000004400|000000008668000000088800000000|000000008888000000081800000000|000080800000000000088800000000|000006000000000000000000000000|000080800000000000000000111000|000000000000000000000000121000|000000000000000220000000111000|000000000000000220000000000000|000000000000000000000000000000|000000000000000000000888800000|000004000000000000000866800000|000000000000000000000866800000|000000000000000000000888800000|000000000000000000000000000000|333333333333333333333333333333|333883333333333333333333333333|333822333333111333333333333333|333322833333161333333314333333|333338833333111333333341333333|333333333333333333333333333333|333333333333333333333333333333|333333333333333333333333333333| |000000000000000000000000000000|008800000000000000000000000000|008200000000001110000000000000|000000000000001110000011000000|000000000000001110000011000000|000000000000000000000000000000|000000000000000000000000004400|000000000660000000000000004400|000000000660000000088800000000|000000000000000000088800000000|000000000000000000088800000000|000006000000000000000000000000|000000000000000000000000111000|000000000000000000000000111000|000000000000000220000000111000|000000000000000220000000000000|000000000000000000000000000000|000000000000000000000000000000|000007000000000000000066000000|000000000000000000000066000000|000000000000000000000000000000|000000000000000000000000000000|777777777777777777777777777777|777887777777777777777777777777|777822777777111777777717177777|777722877761181167777714777777|777778877777111777777741777777|777777777777777777777171777777|777777777777777777777777777777|777777777777777777777777777777|
3ee1011a_0,|0| |0| |0|
3f23242b_0,|0000000000000000000|0000000000000000000|0000500000002222200|0000002000000000000|0000000000000000000|0000800020002222200|0000000000000000000|2222020222252222222|0200000000000000000|0000002000000000000|0000000000000000000|0200005200000200200|0222005000000002000|2888223222282222822|0222000000000000000|0000000500000000500|0000000000000000000| |0000000002050000000|0000500000000000000|0000500002202222200|5555002000525555500|0000000000000000200|0000000000020020000|0000000002050000200|8222820288852888222|0000000000020000000|0055052000500000000|0202020000000000000|0200205020000000000|0000025002000000000|2288883822282282822|0200000000000000000|0000000000000000000|0000000000000000000| |0000000000000000000|0000000000000000000|0000000000000000000|0000300200220020000|0000050000000000000|0000800050000000000|0200000208050820020|0000000000000000000|0000000002030200000|0200002002050020020|0000000005050500000|0000208050000000000|0000020800020028000|0200003020000000000|0055000500000000000|0000008000000000000|0000000000000000000|
